"tweet","sentiment","id"
"RT @mention: #NASCAR @mention Weekend Weather Forecast: Rain Will Fall Sunday {link}",2,NA
"its cold as shit outside . fuck wrong w/ me ?",1,NA
"Oh my gosh, I despise this weather.",1,NA
"It is raining on my parade! Stupid spring weather!",1,NA
"RT @mention 1st time outside and its hot then a bitch",1,NA
"Back in Southborough after a  trip to Paris.  Amazing city, and great weather for all 5 days!",3,NA
"No active tornado warnings that is. Severe Thunderstorm Warning is still active. #stlwx.",2,NA
"Had a wonderful day and enjoying this beautiful weather",3,NA
"Lake Charles - Cloudy - 63 - Feels like 63 F - 5 Day Forecast - {link}/",2,NA
"If the world is gonna end Saturday, at least give us some sunshine for our last few days...this weather sucks!",1,NA
"Blah, don't really want to go to work today. I think this weather's getting to me.",1,NA
"Severe Thunderstorm Watch until 11:00 PM Sunday Cancelled for Avery-NC County. {link}",2,NA
"#WEATHER:  10:52 pm: 56.0F. Feels 52F. 30.06% Humidity. 15.0MPH North Wind.",2,NA
"Weatherbug Forecast for Today:  							 								Showers likely and chance of thunderstorms. Highs in the lower 7... {link}",2,NA
"@mention I guess nice weather is too much to ask for!!",1,NA
"NWS Update on High Impact Weather - An active weather period is in store for all of north and central Texas... {link}",2,NA
"RT @mention: ALERT: Rain & flooding returning. Watch path of storm. Use interactive radar to zoom in on streets: {link}",2,NA
"PR: Partly Cloudy and Windy and 75 F at Denver/Centennial, CO Winds are from the Southwest at 34.5 gusting to 48.3 MPH  {link}",2,NA
"Heading to SpringCon today ({link}) because it's too rainy for the Airstream Park open house.",2,NA
"Having an awesome day!! Really loving this beautiful weather!!!!",3,NA
"@mention good weather! Its the time of the year to visit las Vegas. How are you?",3,NA
"@mention nooooo it's cold outside? :(",1,NA
"Thunderstorm Light Rain and 75 F at Wilmington, Airborne Airpark Airport, OH Winds are from the West at 8.1 gusting to  {link}",2,NA
"It's actually sunny in #sanfrancisco. Maybe this is the rapture..",3,NA
"NICE WEATHER IN #BROOKLYN",3,NA
"Good morning #GACFamily! I'll be the one freezing outside in this wind. #whydidibotherdoingmyhair",1,NA
"Supposed to be doing a ghost walk on Friday night. Looks like the weather has other ideas.",1,NA
"#sotellmewhy it's cold and rainy in May?",1,NA
"@mention I can't wait, the weather is supposed to be beautiful!  Reception at Roof with a View so I'm very smiley today. :-)",3,NA
"Its one of those crappy #Chicago #weather days",1,NA
"@mention I'd watch, but Oklahoma has had a bit of weather today. Tornados have us captivated. much destruction!",2,NA
"sunshine makes everything better. although long, this day has been fantastic, and it's b/c of the sun.",3,NA
"WEB FORECAST: Clear Skies, Sunny, High of 66:                                                 	KSTP.com Meteor... {link}",2,NA
"#WP11 Beautiful weather at our outdoor booth. We think we see the camera-shy Ian Besson of @mention here! {link}",3,NA
"Dear LA, I came out here for the warm weather. Its warmer back home. Shit or get off the pot #thankyou",1,NA
"took a #nap in the sunshine after 13.1. heavenly.",3,NA
"SVR T-STORM WARNING:  {link}",2,NA
"I fucking love and miss the bay already this hot dry weather im getting in sac is not the business these next three months beef to hurry",1,NA
"War Zone Weather: Kabul, Afghanistan: 90F, Clear - 11:20 AM Local Time May. 17 #hrweather #military",2,NA
"6 mile run, 15 miles outside on the bike.  Great day, little windy, but will take the sun shining anyday.  Very nice day, and I was off!",3,NA
"May 23rd, 2011 Forecast: This week's theme is warmer -- albeit we can't promise dry weather for the whole of the... {link}",2,NA
"Current Conditions: Fair, 74 FForecast: Sat - Sunny. High: 85 Low: 64 Sun - Sunny. High: 90 Low: 67Full Forecast at Yahoo! Weather (p...",2,NA
"This weather is so wonderful",3,NA
"A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 400 PM CDT FOR NORTHWESTERN WOODS COUNTY {link} #okwx",2,NA
"Pray now for those north of Oklahoma city in path of severe weather.",2,NA
"@mention postponed due to weather",2,NA
"RT @mention Man it's dumb hot out here shxt",1,NA
"@mention It was awful rainy here. Body still feeling it.",1,NA
"RT @mention: In Memphis stopping for kaleo; there's a storm rolling in #thunderup {link} Sweet!",3,NA
"Gardner WX 05/20/11 03:00 AM | 63F, 82&#x25; Humidity, Feels Like 63F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"This rain and humidity are really gonna mess up my hair..smh!",1,NA
"Molds are in the medium range this morning with tree pollen in the low range. Enjoy the great weather!",3,NA
"#WEATHER: 9:56 am M: 70.0F. Feels F. 29.96% Humidity. 8.1MPH Southwest Wind.",2,NA
"@mention what up playa! Weather getting better. We gotta get them 26' out",3,NA
"Do you believe the weather this weekend? A wet chilly mess. things have to get better. Catch my forecast at 9 & 10. #komunews #fb",1,NA
"This weather is glllooooorious.",3,NA
"It's a beautiful day outside. At least the week of rain is over. Now it's 85 and sunny. I can't complain. :D",3,NA
".A POTENT PACIFIC STORM WILL BRING INCREASING WINDS TO THE REGION OVER THE WEEKEND. ...WIND ADVISORY REMAINS IN EFFECT  {link}",2,NA
"RT @mention: I'm feeling a @mention tix giveaway coming this Friday @mention #followme for details.  Great weather t ...",3,NA
"I'm one of those odd ducks where humidity actually makes my hair look better.  I get better volume on humid days than when I use product.",3,NA
"Poolside Catching Some Tan... Loving Dis Weather!",3,NA
"LOVING this cool, breezy weather in #Dallas!!! :-)",3,NA
"About to cuss this man out thats cuttin the grass. It's to hot outside already. Take yo ass home and away from my window!!!!!!!!!!",1,NA
"#WEATHER:  9:51 pm : 69.0F. Feels F. 29.96% Humidity. 0.0MPH North Wind.",2,NA
"#United States #Texas #ColdspringCold weather means covering up, especially for today's Tour of California - Sacramento Bee",2,NA
"#WEATHER:  7:51 am : 63.0F. Feels 63F. 29.83% Humidity. 8.1MPH Southeast Wind.",2,NA
"#SantaFe Forecast for Saturday: Mostly sunny in the morning then becoming partly cloudy. Breezy. Highs in the 70...  {link}",2,NA
"The only tornado warning I can find is up by Elk River. No need for alarm at Target Field, keep an eye on storm to the south.",2,NA
"The 15-Day Weather Forecast for Orlando projects Memorial Day Weekend to offer more sun than clouds, temperatures... {link}",2,NA
"Thunderstorm in Vicinity and 73 F at Burlington Regional Airport, IA Winds are from the South at 10.4 gusting to 21.9 M {link}",2,NA
"@mention Hamptons are great, always clean and VERY comfy. Enjoy the race. I was thinking of going..but the weather forecast scared me.",1,NA
"I love this weather!",3,NA
"is loving this weather! Bout to go get my hair done!",3,NA
"This weather Is terrible but for some reason I'm to excited about prom to care. :)",1,NA
"Only one more day to go until the 2nd Annual Juneau Maritime Festival! Weather forecast says SUNSHINE!",3,NA
"Fair and 54 F at Butler County Automatic Weather Observing / Report, PA {link}",2,NA
"#WEATHER:  5:54 am : 36.0F. Feels 28F. 30.18% Humidity. 10.4MPH Southeast Wind.",2,NA
"ugh boutta walk out in this hot ass weather to go to fuckn coms class lol then work then hittin elk grove yii :)",1,NA
"Its so windy it knocked the power out earlier...scared LeeAnne bc she couldn't watch Backyardigans :)",1,NA
"RT @mention: Mother Nature cooperating for MOTHER'S DAY on Sunday...drier & mostly sunny with highs near 90. Stray storm possible.",3,NA
"gotta love this amazing weather!!",3,NA
"RT: @mention: I love rainy days.",3,NA
"Dammit this weather is fucking with my lifetime movies! &gt;:(",1,NA
"BDay BBQ for Friends, nice weather, chilly mood...",3,NA
"It is hot af outside! But is gorgeous just like u..yea u ;)",3,NA
"- weather looking decent, would hate to c myself layed baq in da crib #OutHere",3,NA
"#WEATHER:  3:54 pm : 81.0F. Feels F. 29.64% Humidity. 11.5MPH South Wind.",2,NA
"Thank you for that beautiful rain and the warm weather coming! {link}",3,NA
"RT @mention: Severe Thunderstorm Warning for Allen, De Kalb, Huntington and Whitley County until 2:15pm EDT. {link} #inwx",2,NA
"this gray, cold CRAPPY weather needs to go away. it makes me grumpy and sleepy. i wanna be happy and energetic! #perkysnow",1,NA
"RT @mention Perfect weather for some head and a cold beer. &gt;lol yea",3,NA
"The weather is absolutely perfect. Finally.",3,NA
"Finally friday. Damn weather gives me boogies. Morning everyone.",1,NA
"EAX continues Severe Thunderstorm Warning for  Henry [MO] till 6:15 PM CDT {link}",2,NA
"New event. Severe Thunderstorm Warning from 5/12/2011 8:30 PM to 9:15 PM CDT for Camden County.... Read more at {link}",2,NA
"im glad it rained/snowed...now its windy and there's no dust blowing around!! hahah!",3,NA
"Sitting outside enjoying the weather and good company :)",3,NA
"hope this night is rainy night ^^",3,NA
"Finally in bed...dis london bipolar weather..*all of a sudden it started raining heavily",1,NA
"Tank top weather :) love it!",3,NA
"The sky looks creepy! holy shit. independence day action right here! #weather",1,NA
"RT @mention: TORNADO WARNING N CENTRAL PA POSSIBLE TORNADO WAS NEAR MARSHBURG...MOVING EAST AT 60 MPH. {link} #News  ...",2,NA
"62.4F (Feels: 62.4F) - Humidity: 87% - Wind: 1.6mph W - Gust: 2.2mph - Pressure: 1006.9mb (+0.1)  #weather {link}",2,NA
"RT @mention: Mississippi weather is so stupid. 41 degrees, and it's halfway through may.",1,NA
"Pushing 50 degrees out here in Al Ain, UAE gorgeous",3,NA
"Why is it like 100 degrees in this room? Fucking Georgia.",1,NA
"RT LUCKY! It was great here till the storm hit 20 minutes ago. But still perfect temp. :) @mention: A perfect day on the lake!!!!",3,NA
"#WEATHER:  4:53 am : 44.0F. Feels F. 29.72% Humidity. 0.0MPH North Wind.",2,NA
"@mention My sunday is great except for the #storm in DC. Send some of that great weather down here!",1,NA
"Super cold and rainy blah",1,NA
"We're setting up what's going to be an awesome day @mention. The weather's perfect, foods awesome, beers cold. See you downtown #gso at 2!",3,NA
"Forecast for Tonight:  							 								Showers likely with a slight chance of thunderstorms. Lows in the upp... {link} #wv",2,NA
"Its May ! Why in the helll is the weather like this ?! O__o",1,NA
"Rainy Sundays make me sad.  Sad that I can't accomplish the things on my to do list.",1,NA
"trader joes has good sushi and i get the brown rice variety  looks like t storm coming in?",2,NA
"Perfect weather",3,NA
"Northern Minnehaha County is now included in severe thunderstorm warning, according to fresh NWS info, and will expire at 7:45 p.m.",2,NA
"Dear mother nature, please stop being so bipolar and keep the weather constant. #tiredofheadaches",1,NA
"@mention it's so nice dude.  i dig it.  it's good windows down and music loud weather.",3,NA
"oh, high clouds. why must you obscure our sunshine?",1,NA
"#WEATHER:  6:56 am : 53.0F. Feels 52F. 30.00% Humidity. 4.6MPH Southeast Wind.",2,NA
"Come on out to 1600 17th st sf. Real roots americana starts in about 1 hour. No cover. Great food. Sunny patio. #fb",3,NA
"Five Things You Need to Know Today, May 17: Weather: Today should continue with Monday's showers. High temperatu... {link}",2,NA
"Mostly Cloudy and 52 F at Butler County Automatic Weather Observing / Report, PA {link}",2,NA
"Getting ready for a nice long Sunny weekend!",3,NA
"Imma be pissed when I get home because I won't be able to watch Martin because of the storm. #satellite",1,NA
"Its 50 degrees in here.",2,NA
"What a great day in CT..The weather is a perfect 70 degrees out..Cant wait to go home and have a cocktail......",3,NA
"Thunderstorm in Vicinity and Windy and 91 F at Kickapoo Downtown Airport, TX Winds are from the South at 34.5 gusting t {link}",2,NA
"43 miles in 2:10 this am. Felt great. Great weather for a ride. Had a long conversation w/ my tires about being tough next week. #triathlon",3,NA
"#WEATHER: 6:54 pm E: 63.0F. Feels 64F. 29.94% Humidity. 4.6MPH Southwest Wind.",2,NA
"Rainy days are always good for drives home from a vacation",3,NA
"@mention Me too. Also, Florida is nice and sunny :)",3,NA
"@mention ouch, what'd you get surgery on? And I've just been workin and enjoyin this nice ass weather. lol",3,NA
"I'm off to enjoy a day of bright sunshine and beautiful scenery out on the lake.",3,NA
"@mention yess girl me too ; but all this humidity be killin me !",1,NA
"Your Mother's Day forecast: A 20 percent chance of showers and thunderstorms. Partly sunny, with a high near 86.",2,NA
"A beautiful, sunny day at last! It's almost 5-web designing and editing photos will stop for the day because the mountain bikes are waiting!",3,NA
"Oi I think it is a thousand degrees in my apartment. Why did I take a shower? Ugh made it all humid and its humid outside too. bleh",1,NA
"I should at least attempt to get outside in the beautiful weather today.... or be productive... or both!",3,NA
"77.7F (Feels: 77.7F) - Humidity: 99% - Wind: 6.9mph E - Gust: 10.7mph - Pressure: 1010.1mb (-0.3)  #weather {link}",2,NA
"Cant wait for summer..im tired of this spring weather",1,NA
"It's only supposed to get up to 56 degrees today, but at least it's supposed to stay sunny and pretty. I gotta have my sunshine!",3,NA
"is loving this beautiful weather!",3,NA
"GYX issues Hazardous Weather Outlook (HWO):  {link}",2,NA
"RT @mention: I hate Chicago for it's bipolar ass weather smh",1,NA
"All ready for the morning #run. Will the weather cooperate? #running",2,NA
"79.5F (Feels: 79.5F) - Humidity: 86% - Wind: 11.4mph S - Gust: 11.4mph - Pressure: 1009.4mb (-0.1)  #weather {link}",2,NA
"#WEATHER:  11:56 am: 56.0F. Feels 54F. 29.86% Humidity. 8.1MPH North Wind.",2,NA
"Severe Thunderstorm Warning for Bartholomew, Brown, Johnson, Lawrence and Monroe County until 4:45pm. Huge Radar: {link}",2,NA
"I'm ready to start wearing shorts,  and baby tees out side. This weather sucks.",1,NA
"Oh the weather outside is frightful... #thunderstorm #hail #Indianapolis",1,NA
"...THUNDERSTORMS MOVING ACROSS CENTRAL VIRGINIA... AT 724 AM EDT...NATIONAL WEATHER SERVICE DOPPLER RADAR INDICATED STR {link}",2,NA
"State Police, storm spotters report tornado in Jacksonport very large, reportedly a half-mile wide #arwx #in",2,NA
"Loving the weather here today in #brentwood...",3,NA
"@mention Thank you!  Hope you enjoy the fab weather today!",3,NA
"Great. Joplin is about to get more severe weather. When it rains it pours. Keepin' them in my thoughts.",1,NA
"so much for my hair looking nice. going for a walk with my nephew in this hot ass weather will do that. smh lol",1,NA
"Loving this morning storm! hagd ev1:)",3,NA
"Drier air will continue to move in.  Saturday brings plenty of sun and lower humidity.  Highs in the mid to upper 80s. BN9",2,NA
"Im so into this sunshine #loveit",3,NA
"01:03- -Temp: 60.6F-Hum: 86.0 %-Pres: 30.03""-24Hr Rain: 0.00""-Winds: N 0.0 MPH-Windchill: 60.6F #cltwx",2,NA
"Boring rainy sunday",1,NA
"SPC Severe Thunderstorm Watch 311: WW 311 SEVERE TSTM OK TX 200440Z - 201100Z       URGENT - IMMEDIATE BROA... {link}",2,NA
"The weather is on point #SummerIsOnTheWay",3,NA
"#WEATHER:  11:52 pm: 48.0F. Feels 45F. 30.10% Humidity. 5.8MPH North Wind.",2,NA
"Chinese food and a movie on this rainy day with @mention",2,NA
"RT @mention: #ILN issues Severe Thunderstorm Warning for  Bracken, Mason, Pendleton, Robertson [KY] till 4:30 PM EDT {link}",2,NA
"Outside: 59.3 F, Humidity: 88%, Wind: (234) 7 mph, Press: 29.35"", Rain: 0.00",2,NA
"Gonna be a rainy, lazy day. Yippeeeeeee!!!!",3,NA
"What an amazing night! Door and windows open, Kids outside and sunshine pouring in.",3,NA
"Special Weather Statement issued May 22 at 1:57AM CDT expiring May 22 at 3:00AM CDT by NWS LaCrosse {link}... {link}",2,NA
"Forecast for Tonight:  							 								Mostly cloudy. Showers likely with possible drizzle and thunderstorms... {link} #wv",2,NA
"All this sunshine has become a bit boring. Think I will return to Seattle tomorrow then to address that.",1,NA
"SPC MD 924: MD 0924 CONCERNING SEVERE THUNDERSTORM WATCH 352... FOR SRN KY...NRN TN         MESOSCALE DISCU... {link}",2,NA
"Enjoying a break in from the rainy weather? We are!",3,NA
"RT @mention: #SHV issues Severe Thunderstorm Watch for  Howard, Little River, Sevier [AR] and McCurtain [OK] and Red River [TX] ti ht ...",2,NA
"Couldn't ask for better weather for graduation today :-) #almostanalum",3,NA
"I HATE THIS HOT NASTY HUMID WEATHER.. UGHH MAN HOW LONG TILL WINTER COMES BACK??? FOR REAL",1,NA
"I love waking up to awful weather... I just wanted to ride my bike. #fuck",1,NA
"#WEATHER:  6:53 pm : 78.0F. Feels F. 29.81% Humidity. 10.4MPH South Wind.",2,NA
"RT @mention: Tornado Warning for central Lyman Co. in SD.  Storm is 11 mi. S of presho and moving NE at 10 mph. #sdwx",2,NA
"RT @mention: beautiful sunny day in PDX, & that requires delicious frozen yogurt. Favorites? {vegan soft serve @mention!!}",3,NA
"@mention sunny year round pretty much. and home to the best zoo ever (for us parents!)...doesn't get much better :)",3,NA
"The weather cut our set short. Sorry! Nelly still tearin shit down. Like I was 6 years old er sum shit.",1,NA
"Sunny in Seattle? Maybe the world is ending this week? Enjoy the sun while you can! {link}",3,NA
"@mention @mention weather sucks here for most of the year. Not surprised Lol.",1,NA
"It's so hot and humid out you'd think we were Missoura! I sure could go for a dip in the river today...",1,NA
"Gonna take a stroll through central park and enjoy this perfect weather :)",3,NA
"Leesburg Weather: Forecast for Today: Showers and numerous thunderstorms. Some thunderstorms May be severe with damaging win...  #weather",2,NA
"Supposed to be sunny & in the 70's all week in nyc.... Yes! Yes! Yes! Yes!",3,NA
"It is 11am and my phone says that it is 90 degrees outside. Fuck. That.",1,NA
"#WEATHER: 7:52 am E: 51.0F. Feels F. 30.05% Humidity. 0.0MPH North Wind.",2,NA
"Happy rainy days:] Im looking at a rainbow!",3,NA
"The weather outside of London really is atrocious.",1,NA
"I love waking up to this weather in nyc :)",3,NA
"Weather Alert: Red Flag Warning issued May 08 at 2:59PM MDT expiring May 09 at 9:00PM MDT by NWS Tucson {link}... {link}",2,NA
"Lots of sunshine this morning and I hear it's going to warm up by afternoon!  This may create a need for happy hour on a patio...",3,NA
"Leesburg Weather: Forecast for Sunday: Mostly cloudy with a chance of showers. A slight chance of thunderstorms in the after...  #weather",2,NA
"San Diego!!! Stop with the gloomy weather!!!",1,NA
"Damn its hot outside but Im loving it like no other",3,NA
"crappy 50 degree rainy day in cambridge and a messy car accident, but my good friend PBR told me ""it's all good""",1,NA
"Wow the weather turned out to be real nice!!",3,NA
"Make Exercise a Habit, Not a Chore: Partly sunny with a 40 percent chance of showers and thunderstorms. High in ... {link}",2,NA
"Severe Thunderstorm Warning for Jewell, Mitchell, Osborne and Smith County in KS until 7:00pm CDT. #kswx",2,NA
"RT @mention: Check out video of a hail storm in #Leesburg: {link} #vawx",2,NA
"RT @mention: tough to believe it's mid may with this shit weather and the Bruins still playing.  Feels like late February",1,NA
"I'm loving this weather so much. Wait where did rapture go?",3,NA
"@mention that's is funny I think you ate about 30 mins away! It's rainy here!",2,NA
"Hey @mention what's up with the rain? After three beautiful days of sunshine it starts raining.",1,NA
"On my way to the movies... (: I feel like either taking pictures or baking :D haha warm weather makes me all active",3,NA
"The happy, chirping birds this morning confused me. I thought there might be sunshine. Just gloominess. What are you smiling about, birds?",1,NA
"@mention I will properly LOL if I do. I'm wearing a GD shirt right now. I should've taken my GD hoodie out of my suitcase though. &gt;&lt; COLD!",1,NA
"Gardner WX 05/17/11 3:00 PM | 72F, 29&#x25; Humidity, Feels Like 76F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"A sunny day finally - break out the solar cooker....here's what I made in mine last July {link}",3,NA
"Follow The Storm Progress:  {link}",2,NA
"I had a pretty good time golfing yesterday until this storm rolled in....That's my putter on the left side of the pic :) {link}",1,NA
"Damn. Snow in May. Who would've thought? Sorry @mention . It's cold in Sacto though so I know it's cold up there {link}",1,NA
"My calves were not cooperating today and my tail still hurts, so walked the last 2.5 of a 6 miler. Luckily the weather was gorgeous!",3,NA
"New event. Severe Thunderstorm Warning from 5/24/2011 10:25 AM to 11:15 AM EDT for Tazewell Cou... Read more at {link}",2,NA
"* feeling like such a grumpy guts today, clearly the weather has effected my mood ?!",1,NA
"M0ZIF QTH Weather 02:00 18.8&#xB0;C 62 pct 3.8 mph E {link}",2,NA
"This crappy weather better stop tomorrow for #prom !!",1,NA
"Badasd weather here in chicago. Time go to play softball... Whos down?",3,NA
"Hi. I'm the one who did not complain about the cold weather over the winter...which gives me the right to complain about 91 degrees in May!!",1,NA
"Laying out in this amazing weather makes me happy:) #tantastic",3,NA
"I been out enjoying this lovely weather for the past couple days its been beautiful",3,NA
"Mane we outside and its hot as hell hope there's a real fire cuz damn",1,NA
"Loving the cool weather recently here in Atlanta! Hope summer is like this, but will probably be steamy :-(",3,NA
"With rain in global weather forecasts,  wheat traded red today.  WN (23 1/2)   #wheat",2,NA
"It's only 50 degrees out? F u Montana",1,NA
"RT @mention: WTF???.....how did it get chilly in LA???",1,NA
"#WEATHER:  3:55 am : 61.0F. Feels F. 29.60% Humidity. 0.0MPH North Wind.",2,NA
"84 degrees..one of those days you want to just sit on your deck with a glass of wine and some GGD on the stereo..think I might...",3,NA
"@mention yikes. Watching #BBMA  so getting storm reports from twitter! Sounds bad! :(",1,NA
"RT @mention: This weather is hot as hell for graduation.",1,NA
"Boooo chilly weather!  You make it difficult for a mommy to get out walking w/ her little fella...we don't like the cold!  #needspringback",1,NA
"What blows? This weather B L O W S! It's been so ugly this week, Geesh! Can we get a ""sunsmile"", plz! : )",1,NA
"it's cold and i want to shower #illaboutit i hate getting out of the shower when its cold!",1,NA
"Field trip to the Botanical Gardens today. Hoping the weather stays nice.",3,NA
"Severe Thunderstorm Warning for Beaver and Washington County in PA until 7:30pm EDT. #pawx",2,NA
"FINALLY... - We are going to have practice today as the weather finally permits us. It will be a very busy... {link}",3,NA
"#WEATHER: 10:54 am : 75.6F. Feels F. % Humidity. 4.7MPH Southeast Wind.",2,NA
"I'm up and my throat hurt..stupid change in weather",1,NA
"Thunderstorm are great from the porch! {link}",3,NA
"#StatesvilleNC Weather: Partly cloudy today with PM showers possible. High of 68. Sat. looks nice. {link}",2,NA
"Its so pretty out can't help but enjoy this weather!!! Bout to hit up this Chow Wagon. Come on @mention. Lol.",3,NA
"Littleton, Colorado Weather :: 66F MOSTLY CLOUDY AND BREEZY {link} #Weather",2,NA
"@mention The weather man said there would be sunshine later. But he's lied to me before. Xxx",2,NA
"RT @mention: Lamborghini Weather!!!!!!",3,NA
"RT @mention: Birds are chirping, its a sunny day. God is trying to tell us not to worry, everything is gonna be fine.",3,NA
"@mention Thanks hun. I hope you have a good day ^^ Is it sunny by you? We have sun, which helps... a lot.",3,NA
"Nice weather, going to waste",3,NA
"@mention I'm doing! Can't wait for the warm weather",3,NA
"Its soooooooo hot outside #runninghell",1,NA
"Its hot outside and I'm feeling good!",3,NA
"Great day - weather is wonderful, I'm playing with chocolate today & Apprentice is on TV again tonight! What more could I want?",3,NA
"Ahh the weather in LA is amazing.  {link}",3,NA
"@mention complaining about the rainy weather at their country homes. Will someone give them a newspaper? #tornado",1,NA
"Gorgeous day. I'm not acclimating to 70 degrees very quickly though. Could we have a few days of 60 and GOOD sun first?",3,NA
"RT @mention: TORNADO WARNING SW IOWA 19 MILES EAST OF CLARINDA...AND MOVING NORTH AT 10 MPH. {link} #weather #news # ...",2,NA
"RT @mention: L.A. forecast for Thursday: Mostly sunny and cool. L.A. Downtown: 70/57. {link} via @mention",2,NA
"Final game of the home stand today @ 1:05 against the Yankees.. Who is coming to catch some sun rays! Sunny and 80 today!",3,NA
"RT @mention: Terrible weather 2nd year in a row for Art on the Square.  I blame Bush.  #stl #belleville",1,NA
"@mention chilling at the pad getting it in.. To hot out there in these streets",1,NA
"#WEATHER:  11:52 am: 65.0F. Feels F. 29.99% Humidity. 13.8MPH Southeast Wind.",2,NA
"SEVERE THUNDERSTORM WARNING-A Severe Thunderstorm Warning has been issued for Eastern Crawford, Northeastern... {link}",2,NA
"Severe t-storm warning until 7:45 PM for Central Orange county includin orlando, OIA and Conway! Heavy rain, hail and Gusty winds!",2,NA
"Cold and raining all weekend, and so many things I had planned outside. At least I got some miles in on the bike earlier this week",1,NA
"It's amazing. The minute I put away my portable heater the temperature drops back into the forties and I'm freezing once again. #grrrr",1,NA
"RT @mention: #forever hating the weather this week.",1,NA
"79.0F (Feels: 79.0F) - Humidity: 99% - Wind: 8.3mph N - Gust: 9.8mph - Pressure: 1010.6mb (+0.1)  #weather {link}",2,NA
"RT @mention: A cloud layer over KSC is expected to scatter before Endeavour's 8:56a ET launch and not be a concern. Weather conditions are  ...",2,NA
"PleasantWeather current ... . Temp: 58. Humid: 94%. Wind: WNW 3 / G 3. Baro: 29.85 in. (0.024). Rain: 0.46 in. 3:26pm on 5/25/11",2,NA
"The SPC says they may issue a tornado watch soon for the threat of severe weather in Northern and Central IL and IN.",2,NA
"RT @mention: Vestavia Hills getting rid of its storm debris using Minnesota contractor {link}",2,NA
"finally! sunny & 75 in Indianapolis! lunch in Broad Ripple & then downtown for some writing.",3,NA
"@mention Hey girlie! Where you been? Sis and bro/law (+ Jack the humping dog) were here this afternoon) But, sunny day - can't complain!",3,NA
"It's Friday, it's sunny, it's warm.....doesn't get much better!  Hoping the weekend is just as good!",3,NA
"Severe Thunderstorm Warning for Camden, Laclede, Maries, Miller and Pulaski County in MO until 7:15pm CDT. #mowx",2,NA
"Heading to the beach today. Only wish my mom was here to enjoy the weather, but looking forward seeing her & visiting Peoria next wk.",3,NA
"GVL WX ALERT: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 630 PM EDT FOR NORTHEASTERN... {link}",2,NA
"If Sunday won't be sunny on its own, I'll make my own sunshine. Beermosa: oj & @mention Apricot.",2,NA
"Omg what a crazy storm I thought for a minute it was a tornado! Wahhs",1,NA
"Happy Friday! Who plans to enjoy the beautiful weather this weekend?",3,NA
"weather data 2:00 PM 57.9&#xB0;F 73 pct 4.9 mph",2,NA
"This weather is really putting a damper on #BullHawkWheel today",1,NA
"Thunderstorm Light Rain and 68 F at Branson Airport, MO Winds are from the Southeast at 12.7 gusting to 17.3 MPH (11 gu {link}",2,NA
"Its TOO hot outside smh",1,NA
"Since the warm weather there's a lot of bees",2,NA
"Sometime while that exam was kicking my ass, it dropped 10 degrees and started raining. Had to walk back in shorts, umbrella-less. :(",1,NA
"love piling on the bed on a sunny mothers day morning. my boys make my heart happy :)",3,NA
"#WEATHER:  3:53 pm : 96.0F. Feels F. 29.70% Humidity. 16.1MPH South Wind.",2,NA
"Dinner with the roomies and new friends tonight.. oh and it's sunny and about 75 degrees outside. i'd say it's been a good day #lovinglife",3,NA
"[17:45Z] Current #weather at #NMS: No rain, no fog, high wind. Last hour: 21% clear, 78% cloudy.",2,NA
"According to weather.com, it's supposed to rain every single day of my trip right now.",2,NA
"On the porch watching thunder storms approaching.",2,NA
"Sun is out again! I'm kinda of loving this weather we r having #DC A Little bit of this & a little bit of that, nice temperatures2 #noDoubt",3,NA
"RT @mention: Memphis. Find your safe place and get there. This is a DANGEROUS storm entering the city. #memstorm /sr",2,NA
"My puppy loves this weather as much as I do.. #precious  {link}",3,NA
"@mention it'll probably snow",2,NA
"It's windy out today...",2,NA
"I just wanted to finally get to mow the lawn today, finally, is that too much to ask rain? I thought you were gone? #rain",1,NA
"@mention Michigan weather: destroying outside plans since...well...always.",1,NA
"Anthem, AZ @mention:00 PM, Temp:83.1&#xB0;F, Wind:5.2 mph SSE, Baro:29.48 inches, Hum: 18, Rain:0.00 in., Hi:83.3&#xB0;F, Lo:56.5&#xB0;F@mention:51 AM",2,NA
"Enjoying the warm sunny weather in #Texas!  It is not this bright and sunny in #Missourah, probably should have brought some sunglasses...",3,NA
"Here's a recap: right now, there are 5 #severe weather watches -- 3 #tornado watches, 2 t'storm watches. Tornado watches span from MN to AR!",2,NA
"My house is freezing and everything hurts =.= #Cramps",1,NA
"@mention yes it is I'm bless to live here, we have the best weather too :)",3,NA
"This the worst storm I've ever been apart of!!",1,NA
"Its so beautiful in california puts a smile on my face..sunshine =D",3,NA
"Its to hot to even stick ur head out the door #stupidhot",1,NA
"It's the perfect weather outside. Eating outside at Wings & Rings. #super.",3,NA
"Has the storm passed? I'm not a big fan of thunder and lightening storms. I let God do his work.",1,NA
"Yay!! Hawaii has it's sunshine back :)  Went for a painfully sweet run last night! I love sweat!",3,NA
"Severe Thunderstorm Warning - Update {link}",2,NA
"Phoenix Sky Harbor maximum temperature reached 101 degrees at 2:09pm.",2,NA
